id_tweet,text_tweet,main_category
1039176679892111360,"sure here s the link",49
1039177378776248321,"there you go thank",01
1039179128933507073,"it depend upon how much churn is there in disk sure to applic run let us say per day you chang by gb so day of snapshot in steadi state consum gb of addit space and charg",317
1039179339731009539,"i m sorri which url",49
1039180712002416641,"do it will post it shortli",313
1039184607864860673,"our friend can help you with your question",316
1039189113952509952,"what is the maximum throughput an azur vm nic can have in case of one nic or multipl nic",313
1039190412638879744,"soon is get sooner",49
1039190851681964037,"thi link or relat link do not have nic through put inform onli iop throughput info it ha",49
1039191444228124677,"sure thank",01
1039196187142905856,"hi i m tri to setup a qna maker bot the page i want the bot to trawl is on an extranet site which is password protect do you know if i can get the bot to pass credenti through to the site thank",313
1039197602015674373,"appservic custom s day eerienc keep on get better new improv for appservicediagnost",01
1039210749199974400,xbox,49
1039211839698006016,"i spoke with danica l from the support team and all she did wa give me prerecord placat answer and complet ignor my concern she even repeat one answer time it is like microsoft doe not care about my hack account",015
1039212311553011712,"i feel like the compani doe not care",015
1039213607387648000,"aztechhelp after ad domain name to the custom domain name section the domain never add i see the notif that the name wa ad but when i refresh noth is there",13
1039214467874258946,"the fact that someon here complain publicli in hi own word and all you do is redirect him to a form instead of talk to him directli show where part of the problem is",015
1039214975649308674,"guess what happen when help your compani improv their product suddenli becom work for the user and where he just ha to leav hi inform instead of an actual person listen to them",313
1039218687633444867,"hi if you care about the feedback i encourag you to do someth with it the top post is yr old without a respons from azur the next one ha been under review for yr pa",015
1039219947342163969,"correct it is veri easi to figur out should not requir me to right an essay with screenshot which their develop team alreadi know and will not be possibl to work on that in near futur",015
1039222624918822913,"i just did",316
1039224173137199104,"aztechhelp i have multipl azur account attach to my lanc com email use to be abl to switch directori from one to the other in the can not do that anymor for some reason fyi i m a microsoft mvp",26
1039236413374386176,"do not do thi",316
1039244246686097408,"can you help me",313
1039246900984143872,"tauan can you tell us more about what you are see feel free to dm us with detail if you like jb",49
1039247933579976704,"i open visual studio i click on team elor gt manag connect gt connect to a project i login with my account and no project is display i access via browser and it work normal",13
1039254183403311106,"what would you find gregor is it anyth that can help with",316
1039255306067501056,"hi thoma sorri to hear that should be abl to help you out",316
1039257137120194561,"when valid arm templat you can have a space at the start of the name and it valid fine but go to deploy and you get an error i did not think valid should pass tbh",25
1039257513466712065,"what is with the mitig statu i m still unabl to get ani result from the unifi audit log via ps command or secur amp complianc center audit search i get no result either way",25
1039259629761454080,"again today i m see similar storag and perform issu in southcentr us as last week still no respons to support ticket can you pleas advis",25
1039267597399744512,"azurestack your storag elor tool is kill my gpu i just report it",015
1039269511785000960,"is there an offici statement on what is do to address the cascad widespread long last issu result from the sever weather event last week azur azuredown",25
1039280555257421824,"hey ani thought on thi ticket",313
1039284158848266241,"thi post i wa ask to post in the forum onlin",316
1039294449401167873,"sorri to hear about that our friend should be abl to help",316
1039318600694157312,"when will autom releas to azur function from github be avail in azur govern",211
1039330803606585344,"our ac url are no longer resolv i thought we had until novemb to transit off",25
1039333139703783424,"hey azur can someon clarifi how much it cost to have privat repo use azur repo there is no mention of privat repo in the price guid cc",211
1039333260059439106,"will dm with detail",49
1039364603426131969,"ani updat",211
1039373787647492098,"the issu are resolv thank",01
1039376281089933312,"ye that is the same web page i wa look at no mention of privat repo",316
1039387787475091457,"azhelp i do not see b seri vm size for certain vm other i do whi is that",13
1039390145542348800,"aztechhelp i m have troubl log into my vm remot desktop connect an authent error ha occur the function request is not support remot comput thi could be due to credssp encrypt oracl remedi",25
1039395547663065088,"what is that could not understand properli",316
1039396273361702914,"the through put mention in the vm sku s is for iop not for nic data transfer throughput",317
1039396968336896001,"i m have a discuss here and can not find the answer i m sure you can help what wa the launch date of the west europ region of azur thank",211
1039396999416635393,"azhelp hello we have web app and today an error occur http request do not pass but http request pass normal yesterday there wa not that mistak whi could thi happen",25
1039397370465644546,westu,49
1039399545489174528,"aztechhelp the ip address wa chang when the virtual machin wa reboot becaus the spend limit wa exceed is there a way to specifi it as a previou ip address",313
1039403307092066304,"dave azur can i check i ve got the right idea to use the c signalr client tweet abov but with azur signalr i should gener a connectiontoken from my azur signalr accesskey use jet and uribuild then send that with the hub connect as part of the querystr",313
1039403772013768704,"still have not heard back as to whi you made it so much harder to switch subscript in the azur portal",015
1039405177009201152,"thi part the directori switcher is not there ani more",26
1039413232841224192,"hi we are eerienc ftp connect issu when deploy our function multipl environ are there known issu with the ftp right now",25
1039414435197071363,"hey i wa abl to make modul that will enabl multipl blob download zip format use node if thi modul is worth contribut where should i contribut",313
1039421661597061120,"aztechhelp hi i have my domain name and my server host by azur i am tri to find where i can creat email address with my domain name insid ex me com can you help me out",313
1039422851315625984,"azhelp i am get an error on the wordpress azur app help me how do i resolv thi",25
1039424013766930432,"do you not see the follow the icon highlight in yellow",214
1039424417867149313,"now what azhelp",49
1039428144023957504,"back up vm use manag disk with backup stack v2 will it actual cost me ani more than use the origin backup stack it is not clear from the document thank azur azuredevop",211
1039431886324555776,"ye onli log in to see what it can do today",49
1039433740227944448,"where is the subscript if locat",313
1039434355460980736,"thank guy",01
1039443445616504833,"oh when did they move it",13
1039443851889586176,"certainli within the last week i would say i have multipl subscript so use to use the old way all the time",316
1039444600556072960,"hello i have an issu with a vm with a data share on it it is link with a s2 vpn with the on premis the share folder work fine for some hour and suddendli it stop work not possibl to acc the map drive anymor for a while",25
1039446463716229120,"not realli just a messag tell that the map drive is not avail",25
1039446684454010880,"after some restart the vm ad file server i can access it but veri slow and again i have a timeout",214
1039446956081213441,"aztechhelp hi team is it possibl to enabl auto scale on azur hdinsight if so can you pl point me to it document",26
1039448106256015361,"no loadbalanc for azur bu gt intern server error the server did not provid a meaning repli thi might be caus by a prematur session shutdown trackingid 1e06e527 6378 405f aef0 ad11a6d3ca21 timestamp 9 11 2018 34 19 am",25
1039449356040994816,"hi thi is about manual scale i am ask for autosc base on the cluster load is it possibl",313
1039450219912540160,"ok but i m new to tweeter so how do i send a direct messag",313
1039452732669743104,"the move it a few icon to the left",13
1039457174223839233,"aztechhelp hey i bought a custom domain app servic domain and the deploy fail with an internalservererror now it is neither associ with my app servic nor avail to re buy how do i fix thi",25
1039464387730399232,"i can now see the domain in app servic domain but ad a hostnam bind fail with fail to bind hostnam x on y x is not in readi for dn record manag do i just need to wait longer or is thi in a fault state",25
1039469455980392449,"we have alreadi submit the incid and have not receiv ani respons yet",24
1039472779324735489,"nail it seem like deploy a new domain conflict with someth never good to see internalservererror with no obviou path to recoveri thank so much for the link",25
1039475876860190721,"aztechhelp need to get an azur repres to meet with us and discuss option current high latenc is caus issu with site perform for some client aws ha a direct connect solut which elimin latenc issu",214
1039481795618717698,"hi there we are face with sever issu and timeout deploy azur sql databas in north europ is there ani gener issu we do not see anyth in statu page",25
1039482267717042176,"i realli wish would fix the lock file problem with deploy to app servic function i know we have run from zip now but i have a whole load of pipelin that predat that that i realli should not have to dig up to workaround thi old bug",25
1039484597703266305,"simpli amaz",01
1039485431853793281,"do you mean my lock file issu",25
1039485898235113472,"it had me so lost for a while and no announc or hey we move your stuff tour or anyth or at least not that i saw",13
1039485975108284417,"privat azur repo are charg base on the number of engin you have first folk free then around 6 a user no limit in the number of privat repo",37
1039486281481211904,"thank not a super obviou move consid how long we had been use the oldish way of do it ms doc do not reflect the new chang either",26
1039486387328876544,"i did not see anyth either i just randomli saw the icon",13
1039488289177305090,"there is a cmd to check that via powershel",313
1039488481058279425,"good morn afternoon hope you can help me out is there someth in the plan to support job schedul for you sql job in azur data lake analyt exampl if not what is the prefer option is it still azur data factori",26
1039489432179683328,"if one day somebodi at microsoft put the custom in front of the cart it will be a day mani tech giant will hate",015
1039490122721505281,"ye it is annoy i even put a section in my latest pluralsight cours on how to work around it becaus i hit it so often",24
1039490520593190912,"it doe make sens except we have an azur onli infrastructur so now i m doubt between use data factori or azur autom powershel but in the long run it would be great to have a nativ option in adla to schedul job but not sure it is on the roadmap somewher",317
1039491219087417345,"it thing like thi that lead to me often find to feel half finish and it utterli confid sap and reveal of how is so strongli market led to find the respons to bug like thi to be tri the new shini thing",015
1039491669568245760,"it a common and well known problem so i m sure it been rais with you mani time in th past and will be in the feedback section the advic i saw a github issu thread just last week is gener to tri run from zip but that is not a fix that is adopt the new shini",37
1039491846232260608,"happi to adopt run from zip on new project but when you have got a larg backlog of older pipelin suffer from thi nasti bug it a lot of work to revisit them all",25
1039492946830262272,"i suspect it a deep architectur issu with the ii foundat but given reliabl deploy are so import that pose some interest question wa thi known about pre ga of app svc whi wa it deem accept what els ha gone through a similar evalu process",25
1039493886866022400,"hey how can i ert just a specif type like virtual network to an arm templat without all the other stuff like vm s storag account a s o",313
1039495151104798722,"thank you for your help the idea is post would love to hear back from you so i know whether or not to spend time on build a solut or wait for a nativ option",01
1039495804686233600,"hi im tri to whitelist my ip in firewal sql databas but im getr erorr doe not have author",25
1039496336507396097,"i want to ert the entir configur of my current architectur like vnet s local and remot gateway and their configur for my document if i tri the common ert i get all resourc",26
1039496517642530817,"hi our friend may be abl to help thank",316
1039498809775149057,"awesom thank for your help and have a great day",01
1039499034690547712,"i appreci ur help after some research i ve chang the find azurermresourc cmdlet to the other get azurermresourc and the runbook work",317
1039499857667416066,"what is up with the azur sql config blade today all of a sudden start to show messag below today ani clue or confirm what chang are made to the subscript",313
1039500368143704065,done,49
1039500463647776768,"thank sent it",49
1039501401745973249,"can you share the workaround thx",313
1039501422071635974,"hi kindli assist with abov",316
1039501896246026246,"thank that is how support should work great work mb",01
1039501988910780417,"as you deploy the virtual network there is a tab that will allow you to see the json for your arm and allow you to ert or save",317
1039502318855774208,"checkout thi answer i solv it thi way",317
1039502552864317440,"ye but what if we made chang after the deploy and what if we want to creat multipl version for our document",313
1039502759634989057,"ok thank",01
1039503141236961282,"i usual just stop the web app deploy then restart it but there is also an app set you can tri msdeploy renam lock file 1",317
1039504258499047424,"in disat recoveri asr we have the default polici tell point everi day should then be hourli instead it repliact as default everi min from azur to azur vm is thi eect",25
1039504448018632709,"same here i deploy from vsts sorri azur devop and have the variou set like thi one set but the issu still occur regularli super annoy",24
1039506246867406848,"unfortun that is not fool proof either but doe seem to reduc the number of time it happen the servic i wa deploy thi morn and i ve just check have these set it a right mess",317
1039507041100881920,"let us assum you built a cloud architectur with a vnet some subnet secur group local and remot gateway and all the other relat stuff and now you want to creat a reproduc code file for your document and your repo enough detail",313
1039508222657224706,"ah ye my rout so far ha been to stop the web app will tri the set thx",316
1039509747441926144,"i ve got payment is past due there is a problem with your payment method but then there are no outstand charg and updat my payment detail ha done noth my subscript ha been disabl how can i fix",25
1039510591075840002,"i creat alreadi a post here",49
1039512525069373440,"i m have some issu with call between api that are both host in southcentr wa not have these last time i load test back in june are you still eerienc fallout from last week outag",25
1039512765155561473,"great thx i just wan na know it no need to escal it take your time",01
1039528772394000384,"hi guy do you know of ani problem regard the servic bu in the west europ region",25
1039530293659623424,"may not be what you are look for but check out thi is the arm represent as azur see it you will be abl to extract the specif resourc you want but will have to clean it up a bit you can the visual use",317
1039530608731598850,"tweet sent from 000 ft so pleas forgiv typo",49
1039531281611149312,"well it seem that we are unabl to connect to one of our namespac product seem to be a littl slower but not realli error there but if we connect via servic bu elor we do not get our queue and topic",214
1039534107854819328,"we will look into it and get back to you if the issu remain thank for the help",01
1039536342408065024,"azur servicefabr runtim notif is there ani way to get alert about these i do not see ani correl activ log or sf oper log entri for thi neither is the sf cluster health in warn state cc",26
1039536498922541056,"feedback a question such as what futur hold for a product go out of preview and is ga ed doe not belong to a forum doubt pg ha a solid answer for that yet so commun can onli guess not answer",313
1039546635913781250,"hi i have access problem to my db becaus my domain wa transfer to other dn i regist the domain ip in the firewal but i do not have access yet how i can see the reject ip request",313
1039549939477401600,"azhelp have a product server vm down support tick id need some help determin whi it is down from a simpl restart or restor from backup",25
1039550353103089664,"azhelp hey guy i am have a big problem becaus none of my web app are enabl to add custom domain",25
1039551118030921728,"our friend should be abl to help",316
1039551389050052613,"let me",49
1039551525104902145,"i wa use microsoft bizspark subscript now it eir how may i use renew subscript i have a domain in it and unabl to use now pleas help",313
1039553701474693120,"ad new scom assess solut for log analyt click solut requir addit configur tile noth happen tri edg ie and chrome on window other nearbi link do work",25
1039558721117073408,"i am pretti sure that datacentr east us region is hurrican proof but to be safe we activ asr to west us",317
1039558934284009472,"thank you for that",01
1039559123971407872,"need help for creat new azur account for former ms employe",313
1039559403119235072,"how do custom get the sla credit for thi outag that occur",24
1039562232697380866,"aztechhelp when i set up my ubuntu vm i onli check http but now i want to open up http to pull in data from http websit can you help",313
1039568083315314688,"would love for my site to work that is host with you",24
1039579829291675649,"hi guy i have problem with my web not respond en the vm all is correct but no respond i have the problem with vm",25
1039582096937951232,"azhelp after a failov is there an option to read write to the secondari server rather than just read onli and have it sync to the primari db server onc it is up again",313
1039588728627449856,"thi doe not seem to work for me on multipl machin",25
1039589346666577920,"ye i creat the stackoverflow post",37
1039594689173880832,"should ui be host with servic fabric as well or not i would like to hear what you peopl think",13
1039598272283860992,"where are azur east and east2 data center",313
1039599330942967808,"i have tri chrome amp edg on window chrome amp safari on mac chrome on samsung phone",316
1039601550317051904,"appear that it work i still monitor if continu with the problem send us a dm with subid region and data of vm thank",25
1039607007651815424,"a tini idea but mayb you could do someth about realli specif way you display function deploy it is rather a weird order",13
1039609070670540800,"thank will do",01
1039609543343390720,"can not creat a cloud servic no error messag in portal but can see error in chrome debugg when click creat button in final step pleas assist",25
1039610804881039360,"we have biz critic resourc in east us data ctr do you recommend that we proactiv cut over to our west us fail over in prep for hurrican flo",25
1039611545431564296,"not realli that link onli let us me log a sign in issu pleas read my messag thi is a not a sign in issu",25
1039612470674055175,"i ve been wait for a callback on ticket for over an hour after the tech said he would call me back in lt minut i m stay late to get thi resolv can i get a new tech or a callback our usual escal person ha left for the day",49
1039614783442616320,"clear it on mac chrome and same thing same error on all browser is it just me",25
1039615574362546176,sent,49
1039617328957321216,"thank i wa abl to get it escal by a differ channel burn the candl at both end",316
1039618721663336449,"that make sens will it be to much to ask if the data center are in the path of the hurrican i m start to replic my comput and storag to the west coast but if i can save by not do thi i would like to know",015
1039619483143430145,"that exact link work when i then click cosmo then calcul i get thi which ha the same problem",316
1039622924112678912,"thank for the help",01
1039646145751011328,"done seem to be that it doe not implicitli convert to an array type like paramet do and i can not elicitli specifi an array type from a lookup output",317
1039650292155834368,"i have found my answer thank both of you",01
1039652218520121347,"coupl of work around but seem i have to row set it back and let data factori array type it for me in my defenc it is pretti late i think it would be nice i could just pass back my array in document row",26
1039652682179465216,"and the problem is solv",49
1039660081925763072,"set your app set to includ msdeploy renam lock file set to someth about delet file that are lock that can not be done but renam is fine",317
1039660292895121408,"thi btw bypass ani restart or other black magic ritual it just work",317
1039669364574707712,"you realli should updat to run from zip so much better and not just for thi",26
1039671906352472064,"aztechhelp fyi you have a typo in the notif for download a vpn config file the word download is spell donwload",13
1039672871004434432,"i ve been fight with that problem recent as well incred annoy",24
1039678537417064448,"it is not in the document it is in the notif that come up after you download the config see the screenshot attach",211
1039679603365879809,"great move all resourc to west region just to be safe",49
1039703123168845824,"when are you go to creat permiss for mfa manag without need ga permiss rbac",26
1039710826448470017,"a week without servic accus nonpay be that all invoic were paid disclaim with the subscrib",24
1039735684028870656,"thank for the follow up the resolut wad provid and commun over the email",01
1039737391433564160,"ye all of it we have tri app servic on window we have tri app servic on linux we have tri app servic on linux in an app servic environ we have tri web app for contain in an app servic environ all seem buggi in their own uniqu way",316
1039756915071492096,"aztechhelp when will cosmosdb support mongodb version thi is someth that is necessari for those who use discrimin and can not use lookup properli without a pipelin to confirm for what type are we look",26
1039763029263638530,"it wa work till yesterday",49
1039765033251733504,"azur support team in india is not make progress on ticket we have been wait for our app servic to scale from server to server for nearli three hour now we have a site that is go to be featur on nation tv in a few hour what should we do",49
1039766955811635200,"screenshar over skype poke at variou thing in the portal did not solv anyth se seem out of idea and want to end the call to do more research we are run out of time over here befor big market event",24
1039769865937072129,"aztechhelp doe the ak in the south east asia have some problem it is to slow",214
1039779916969996289,"i would like to instal rtool to function but it is noth at site extens galleri what should i do",26
1039781868529315840,"i use azur portal",49
1039782939825987585,"that is exactli the document we found howev we could not find the gener health event the doc are mention neither in sf oper log nor in window event log our sf cluster is not in warn state yet ani idea",211
1039784685591846912,"thank for forward to the sf team",01
1039790175067557888,"sorri to hear that can follow up with that issu thank",316
1039803476593717248,"our subscript is pay as you go 337ea447 b1b9 49d8 91f3 c234c82e3b18 locat uk west",49
1039803789664903168,"you can check topic privalgo rockit topic there are mani messag couldnot been process",49
1039806307107188742,"i want to upgrad the my applic which i implement in microservic fabric so now i need to upgrad the applic pleas help out for thi",313
1039809341442981889,"sorri to hear that can investig that issu thank",316
1039810859428544513,"it is not what i need pleas tell me how to add environ variabl with kudu",313
1039811018199887872,"hey can you make it clear what payment method you actual support i just lost half a day tri to buy a visual studio profession licens with a debit card",13
1039811103147089920,"sorri to hear that alan our friend can look into it thank",316
1039813974517313537,"that is not an issu ani more i m ask you to updat your document and payment portal make it absolut clear what payment method you do and do not support to save other peopl the stress of be unabl to pay and not know whi",13
1039814741743550465,"especi now that even buy visual studio requir an azur subscript which requir a credit card mani mani peopl in the uk do not have cc it is realli confus",26
1039815115363762176,"cc you are awar that it is imposs to buy a vs licens with a debit card in the uk right",26
1039815552846376960,"tri on differ machin as well but no luck",316
1039821252356177920,"we have inde but want to see if anyon know of anyth go on at the moment",211
1039822338076893184,"thank for the pointer much appreci",01
1039825017154883586,"i have just creat a ticket thank you",01
1039825703422885888,"are you sure",49
1039830822092779521,"london uk",49
1039831839995822080,"today morn",49
1039831881238368256,"aztechhelp how to reset sql databas usernam password",313
1039833949974003714,"i m in the uk",49
1039841436244602880,"i have neither i ve liter just come onto your site and tri to get a sens of price befor sign up for anyth",316
1039847253446418432,"littl updat from me i think i will start with powershel get the json for the virtual network via api delet all not need resourc and convert it to markdown customscriptsrul",317
1039853230577123328,"sorri to hear that david can follow up with you thank",316
1039854346052067328,"the support team ha simpli close the case without assist us with our issu",24
1039856146738237440,"no prob i m in the uk",49
1039857809117143041,"ye ye ye ye ye ye",49
1039864381151092738,"same issu here tri sever browser and machin also tri a coupl of distinct network",316
1039871606666002434,"not realli we have tri scale up and out but still get the same behavior",316
1039872408876994560,"it is also happen across multipl queue",49
1039873464868524033,"i just creat a directori in the portal and i can not find it i onli see the default directori",13
1039874246321811457,"it happen regularli on one particular queue",316
1039876427028422656,"sorri folk for the confus we have a blog post come out in the next few day also i would love to learn about your eerienc can you pleas contact me at lwelicki com",316
1039879451415334917,thank,01
1039881414764908546,"is there a more up to date list of what is avail in each region than thi for exampl it show tabl storag as not avail when it is thank",211
1039883657387761664,"see attach photo for link",49
1039892259746054144,"folk thi is realli stupid busi debit card for starter are more like than busi credit card what is go on",015
1039896490272071680,"both we are tri to creat a cluster it might be someth relat to the max number or core use in the subscript",313
1039896621042032642,"yeah i can see the logic requir a credit card for person azur use but a requir cc for busi use is dumb whi not just offer invoic immedi b requir it for buy a sod visual studio licens c mon",015
1039903696975351808,"azhelp when manag window encrypt with intun to fulli manag encrypt doe it requir window pro or enterpris",313
1039904137029267456,"no it on the microsoft websit it the price calcul",316
1039905205146382337,"i am tri to access from india",49
1039906146226778112,"can confirm i get the same in the uk",316
1039906157022863360,"it actual appear after i sign off and sign it again i still can not figur out which account ha ad as custom domain i suspect the previou cto wa play around with azur",313
1039913295707287552,"adf is a bit fiddli to configur first time but after that a veri nice option imho all in one place and easi to add monitor and error handl powershel is probabl easier if you are comfort with it but you then still have to stand up other stuff to run it monitor it",01
1039914300213784577,"also to clarifi by adf i mean adfv2 which is the onli veris of azuredatafactori i would use now especi when want to chain you sql job find the graphic interfac make it easier to break down job logic and easier script to maintain one job one script",012
1039916135175671810,"i agre frederik powershel with azur autom is someth we alreadi use and it work great adf also but i still think it is strang that you can not schedul job in adla thi would be handi for our bi peopl who onli have access to adl adla amp are not familiar with adf",12
1039916558963953665,"azhelp support case not updat sinc open day ago critic now",24
1039920667754471427,"learn how to autom build in the azur portal",49
1039920906666160128,"solv thank",01
1039921659090755584,"while pererform failov in asr with latest rpo will it containt all of my vm data from i press failov no data loss",313
1039924670336720896,"up to differ price for each instanc type that is get complic rev up your cloud consumpt autom engin folk we need more intellig built into em",015
1039926966793777158,"azhelp no access control allow origin header is present on the request resourc when use azur search suggest",13
1039930608724705280,"ani updat",211
1039933086077607936,"azur inform regard florenc pleas be safe we are on it contact support through normal channel also stand by",316
1039939609621405698,"do not disagre as such but i rather like the separ of analyt and engin think often the person mine valu from larg data set use adla powerbi is not alway the person you want configur the schedul architectur and move across dev test preprod prod",015
1039944637170032640,"that is also a veri valid argument in my case i would rather show them how to schedul a job in adla than to teach them how to use adf in the case of technic skill dev i would rather use the option you mention",316
1039946692760612869,"fair enough in some scenario it is cheaper easier onli possibl to find a few deep techi peopl that can then enabl the mani analyst who just want data and know the busi problem i m happi as long as i get to play with all thi nice azur bi stuff more for me realli",012
1039949252473102337,"that is true and for peopl like us there is noth greater than play around with technolog and new shini stuff if you are ever in the neighborhood you should stop by for a coffe we have some realli nice and shini stuff in place that you will probabl like",316
1039951310831927298,"thank do not have much cool to show here client get all that too busi to demo properli but happi to buy you coffe in brighton and compar note",316
1039955215452131329,"sound like a plan look forward to that moment alreadi",49
1039963463265599488,"azhelp will there be ani eect servic interrupt dure the storm on the east coast",211
1039965047513001984,"that is great and we hope everyon is safe as well",01
1039965357254033408,"hi when premium ad b2c will be avail in csp subscript thank",26
1039969719800004608,"azur activ directori b2c thi servic is current not avail in azur csp the estim launch timefram is middl of at moment of the current year and no b2c under csp",316
1039971409160818688,"i hate that azur doe not let you confirm befor delet resourc in the portal my screen wa about to sleep amp i hit the space bar on my keyboard amp azur start delet my jenkin vm",015
1039974024984576000,"i wa abl to spin up the same vm quicki thank i will submit the idea",316
1039986901829275649,"how to archiv backup offic to azur storag",313
1039989234436898817,"i have seen you tweet a lot about thi import inform ani chanc of get in on it too",211
1040007015110729728,"do you guy support thi as it is hybrid config",26
1040007936863596546,"will do thank",01
1040012408327221248,"bravo for transpar",01
1040022127875960832,"the transpar thank you for share",01
1040026933805891586,"if i delet a singl resourc i have to type the name of the resourc and click ok multipl resourc you have to type ye",317
1040033302457901056,"sorri thi is a logic app not a azur storag problem",316
1040034886696882178,"tri kubectl get node w but it is hang",214
1040035356886716416,"resolv thank you",01
1040040742490697729,"ye normal sql databas",316
1040045342077669378,"thank but thi ha noth to do with connect to a databas",316
1040051323155230721,"weird i onli rememb type ye to delet multipl resourc while singl resourc do not prompt for ani valid i am on preview portal mayb thing are differ there",13
1040051966238511104,"i will doubl check if it is onli certain type of resourc i ve been remov a lot of vm s late",13
1040052104625356800,"pleas do thank man",01
1040053372668264448,"realli appreci thi i will be listen in the morn",01
1040063464700440576,"done sent screenshot and question feel that thi might be a good becaus to write rewrit an articl that elain the clear differ and new price so far it is much more confus than it wa and i bet i m not the onli one who confus",24
1040070000156057600,"good luck stay safe",01
1040071224720871424,"aztechhelp hwo do i use my on premis singl sign on web servic in azur webapp for authent purpos",313
1040072685915725826,"strategi do not just happen behind the scene of microsoft azur iot with",49
1040075787221823488,"ani eta on when virtual wan will be avail for azur china",211
1040086900596330498,"featur request for applic insight f5 key should run the queri and not refresh the site thu lose your work dammit",26
1040097840343773184,"how do i get paid support again free support is useless my sub id is a03dac 2255 4b7f b133 3a6b808e606a",015
1040101133811965952,"thank you for suggest i use twitter after a long time i forgot a proper oper",214
1040106020427784193,"five habit of highli effect azur user azur cloud msignit mvpbuzz follow",49
1040113605637820417,"azhelp plz whi im charg for my free subscript plz i want my money back",313
1040124012263866368,"is it possibl to post thi detail report in a public spot as a post morten",26
1040128555257085953,"hello i m listen",49
1040134696191971328,"i bet no chanc browser do not like when site tri to take away their most preciou fx bind some compani can solv it with hardwar fix like touch bar so home user will not open devtool accident",316
1040137032801157121,"aztechhelp transcript gener in media index is too short i have minut long audio file run index process multipl time and about from transcript is cut after second i can send test app i wrote to reproduc that problem",24
1040160034645262337,"if you are tri to complet the initi configur of a loganalyt solut and noth happen when you click the tile in the azur portal click the link which take you to the old om portal the tile work fine from there",317
1040161750224646146,"hey i do not see ani subscript in my azur portal is there someth down",13
1040169539571466241,"ani news on thi",211
1040175965631074305,"thank you veri much for the amaz outstand support",01
1040177061992824832,"thank you",01
1040178767266766848,"thank you for your quick repli ye i am the administr",01
1040183112536387585,"thank have post",49
1040190746404564992,"hey guy i fix thi by uninstal net and reinstal it seem to have fix the high cpu usag and azur ad connect servic cheer",25
1040209664984707072,"hello is there a way to get the detail of a request from a devic to the iot hub i can see success request on the iot dashboard but i do not see how i can check the content of the request come in from the devic thank you in advanc",26
1040213426226769920,"hello what need to be enter as name of paramet ad connector name and azur ad connector name server name tenant name or someth other thank",313
1040213432992256001,"so is there ani painless way to move an entir classic blob storag account to a differ region",313
1040214331298852869,"thank you veri much thi look promis",01
1040221224192880640,"ani updat on thi can you access my account and see what is caus thi",211
1040246809426321408,"how long it usual take tech to respond on azur support portal ticket i have seen ticket to be assign to differ tech one question set what i respond ticket is open on monday azur support",313
1040248916124598275,"sure here you go mostli me send info to azur support tech bit lone ticket",316
1040251245376798721,"you on azuresupport are awesom hope we get it fast resolv our bi team is get frustrat",015
1040252674237718528,"hey what would be the best way to protect my azur app servic from ddo attack i wa look at azur ddo protect but it seem like it doe not protect app servic the other solut that came to my mind wa applic gateway web applic firewal",313
1040256682700492800,"ye it wa after read onlin forum i got the impress that azur ddo protect will not protect app servic and may be i should look into azur applic gateway for app servic",24
1040260618517966849,"brilliant thank you",01
1040263245221781504,"is it possibl to disabl client side depend track i e javascript request",26
1040263750400581632,"hello what can i do i m listen",49
1040264296901619712,"i chose the wrong locat for myrecoveryservicesvault and need to chang it how do i do thi aztechhelp",313
1040265617557921794,"are releas annot go away from appinsight it seem to be get less and less visibl late and it is pretti frustrat",015
1040268458120937473,"ye pl",49
1040268595136262144,"azuresearch ani one know whi the offset of my normal imag are alway at the end of my document although the imag tag is not at the end at all help azur",313
1040272436959301632,"do i need azur ad premium to add ad app from galleri",313
1040274557985337345,"whi do i have to request refund for sla s that you break should thi not be automat especi seriou period of downtim",015
1040274811824611328,"both of us",49
1040275468790915072,"i am an co owner and i can not add new applic what permiss do i need to do thi",313
1040275529365159936,"thank for the repli i think i wa look for thi document which outlin what level of manag you per version of intun",211
1040276274156060672,"is there ani incid go on with the portal or with resourc in east us i see other tweet where you mention that there is someth go on could you pleas tell me what is up",211
1040277296358146048,"okay it seem to be work now thank mayb a hiccup",01
1040279200693858304,"have ask a question here",313
1040284573387481088,"tri with other account also it the same",316
1040286661274423301,"nestori can you brief us",211
1040290434738806789,"top account to follow for via gt gt",49
1040292766402715648,"sorri but i think you forgot about mine",49
1040295430192603136,"hey again i m still wait for a respons on thi ticket it is make it imposs to continu forward with develop on our applic and i m not realli sure what to do at thi point",49
1040297801148653568,"azhelp hello i would like to know if it is possibl to have an automat backup of my azur databas call from my system if not exist ani automat polit of back up if ye how could i access my back up in case of emerg for exampl",26
1040300379064414209,"azhelp what is the best way to develop flask on linux by ptv local",37
1040301651138174976,"i ve left feedback on the user voic but it doe not seem to be veri activ intern here is a screenshot of a chart for appinsight and we have had sever releas in the shot there are no annot anywher thi is from a dashboard in azur",37
1040307977243295745,"i just want to be abl to see them again there is no way to show them anymor",13
1040308037095960576,"further that document is crazi outdat",211
1040311721355894785,"no error messag they just are not there thi is by design i m sure so the product team should just get it back in there",13
1040314613936607232,"hi pleas see attach",49
1040314910356516865,"great thank",01
1040320148257812480,"i wa go to say the same",49
1040320557412020224,"aztechhelp best practic when tri to push an exe via intun to devic",317
1040320688366800896,"awesom thank a ton",01
1040320804209217536,"thank you",01
